"RequirementId","Scope","Requirement","SourceFile","SourceLine","SourceRevision","Status","ArtifactSha256","Environment","Procedure","TerminalResult","EvidenceLocation","Limitations","SourceFileSha256","EnvironmentAmendment","OriginalRequirement","OriginalProcedure","ParentRequirementId","RowKind","PreviewDisposition","PreviewEvidence"
"RB-MCP-03-APPLE","Apple","Apple implementation/qualification portion: Native fallback enters review.","docs/context-relay-v1-implementation-plan.md","1540","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Native fallback enters review.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-MCP-03","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-04","aggregate","No transcript storage.","docs/context-relay-v1-implementation-plan.md","1541","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","No transcript storage.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-04-WS","Windows/shared","Windows/shared unpaid portion: No transcript storage.","docs/context-relay-v1-implementation-plan.md","1541","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","No transcript storage.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-MCP-04","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-04-APPLE","Apple","Apple implementation/qualification portion: No transcript storage.","docs/context-relay-v1-implementation-plan.md","1541","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","No transcript storage.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-MCP-04","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-05","aggregate","Global and active-project access.","docs/context-relay-v1-implementation-plan.md","1542","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Global and active-project access.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-05-WS","Windows/shared","Windows/shared unpaid portion: Global and active-project access.","docs/context-relay-v1-implementation-plan.md","1542","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Global and active-project access.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-MCP-05","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-05-APPLE","Apple","Apple implementation/qualification portion: Global and active-project access.","docs/context-relay-v1-implementation-plan.md","1542","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Global and active-project access.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-MCP-05","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-06","aggregate","Denied other-project access.","docs/context-relay-v1-implementation-plan.md","1543","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Denied other-project access.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-06-WS","Windows/shared","Windows/shared unpaid portion: Denied other-project access.","docs/context-relay-v1-implementation-plan.md","1543","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Denied other-project access.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-MCP-06","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-06-APPLE","Apple","Apple implementation/qualification portion: Denied other-project access.","docs/context-relay-v1-implementation-plan.md","1543","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Denied other-project access.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-MCP-06","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-07","aggregate","User changes access to read-only.","docs/context-relay-v1-implementation-plan.md","1544","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","User changes access to read-only.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-07-WS","Windows/shared","Windows/shared unpaid portion: User changes access to read-only.","docs/context-relay-v1-implementation-plan.md","1544","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","User changes access to read-only.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-MCP-07","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-07-APPLE","Apple","Apple implementation/qualification portion: User changes access to read-only.","docs/context-relay-v1-implementation-plan.md","1544","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","User changes access to read-only.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-MCP-07","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-08","aggregate","Expected-revision conflict.","docs/context-relay-v1-implementation-plan.md","1545","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Expected-revision conflict.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-08-WS","Windows/shared","Windows/shared unpaid portion: Expected-revision conflict.","docs/context-relay-v1-implementation-plan.md","1545","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Expected-revision conflict.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-MCP-08","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-08-APPLE","Apple","Apple implementation/qualification portion: Expected-revision conflict.","docs/context-relay-v1-implementation-plan.md","1545","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Expected-revision conflict.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-MCP-08","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-09","aggregate","Task completion without evidence rejected.","docs/context-relay-v1-implementation-plan.md","1546","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Task completion without evidence rejected.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-09-WS","Windows/shared","Windows/shared unpaid portion: Task completion without evidence rejected.","docs/context-relay-v1-implementation-plan.md","1546","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Task completion without evidence rejected.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-MCP-09","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-09-APPLE","Apple","Apple implementation/qualification portion: Task completion without evidence rejected.","docs/context-relay-v1-implementation-plan.md","1546","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Task completion without evidence rejected.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-MCP-09","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-10","aggregate","Handoff contains no secret values.","docs/context-relay-v1-implementation-plan.md","1547","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Handoff contains no secret values.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-10-WS","Windows/shared","Windows/shared unpaid portion: Handoff contains no secret values.","docs/context-relay-v1-implementation-plan.md","1547","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Handoff contains no secret values.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-MCP-10","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-10-APPLE","Apple","Apple implementation/qualification portion: Handoff contains no secret values.","docs/context-relay-v1-implementation-plan.md","1547","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Handoff contains no secret values.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-MCP-10","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-11","aggregate","MCP stdout purity.","docs/context-relay-v1-implementation-plan.md","1548","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","MCP stdout purity.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-11-WS","Windows/shared","Windows/shared unpaid portion: MCP stdout purity.","docs/context-relay-v1-implementation-plan.md","1548","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","MCP stdout purity.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-MCP-11","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-11-APPLE","Apple","Apple implementation/qualification portion: MCP stdout purity.","docs/context-relay-v1-implementation-plan.md","1548","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","MCP stdout purity.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-MCP-11","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-12","aggregate","MCP reconnect after daemon restart.","docs/context-relay-v1-implementation-plan.md","1549","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","MCP reconnect after daemon restart.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-12-WS","Windows/shared","Windows/shared unpaid portion: MCP reconnect after daemon restart.","docs/context-relay-v1-implementation-plan.md","1549","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","MCP reconnect after daemon restart.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-MCP-12","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-12-APPLE","Apple","Apple implementation/qualification portion: MCP reconnect after daemon restart.","docs/context-relay-v1-implementation-plan.md","1549","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","MCP reconnect after daemon restart.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-MCP-12","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-13","aggregate","Three harnesses see the same project memory.","docs/context-relay-v1-implementation-plan.md","1550","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Three harnesses see the same project memory.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-13-WS","Windows/shared","Windows/shared unpaid portion: Three harnesses see the same project memory.","docs/context-relay-v1-implementation-plan.md","1550","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Three harnesses see the same project memory.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-MCP-13","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-13-APPLE","Apple","Apple implementation/qualification portion: Three harnesses see the same project memory.","docs/context-relay-v1-implementation-plan.md","1550","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Three harnesses see the same project memory.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-MCP-13","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-14","aggregate","Offline task and memory writes converge.","docs/context-relay-v1-implementation-plan.md","1551","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Offline task and memory writes converge.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-14-WS","Windows/shared","Windows/shared unpaid portion: Offline task and memory writes converge.","docs/context-relay-v1-implementation-plan.md","1551","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Execute the scoped Windows x64 and shared checks on the exact final source/candidate. Record commands or manual steps, environment, terminal results and limitations; historical results are pointers only.","","","Required and open. Fresh-profile physical-PC checks cannot establish clean-OS or independent-host behavior. Other scopes have separately statused sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Offline task and memory writes converge.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-MCP-14","execution","required-open","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-MCP-14-APPLE","Apple","Apple implementation/qualification portion: Offline task and memory writes converge.","docs/context-relay-v1-implementation-plan.md","1551","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","deferred","","","Deferred by explicit user decision; preserve existing evidence and perform no new Apple work.","","","Explicit user Apple deferral; not passed. Shared and Windows work remains in sibling rows.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Offline task and memory writes converge.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","RB-MCP-14","execution","excluded-preview","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
"RB-RELEASE-01","aggregate","Fresh onboarding.","docs/context-relay-v1-implementation-plan.md","1555","86f5f37343978351f1d0cb1e13e28ce9c91a8ffd","unknown","","","Reconcile child rows independently; original requirement and historical procedure are preserved. No aggregate pass while an applicable child is open.","","","No final candidate acceptance execution recorded. Preserve scoped historical evidence separately.","cb507efa2b8d337079d5faa19d2c3c466c9e900bfd1f63e0aa14468e6ee54b56","September14: only physical PC, dedicated fresh Windows test-user profiles; no VMs/ISO. Clean-OS and independent-host limitations remain open.","Fresh onboarding.","Execute original matrix requirement with approved Windows/shared scope; record exact command or manual steps before qualification.","","aggregate","aggregate-reconcile-children","windows-preview-readiness-2026-09-20.md; historical Status is retained, not promoted by component tests"
